"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv53",68,68,68,30,0,39,39,39,43,0,37,37,37,27,0,53,53,53,28,0,58,58,58,28,0
"asv54",77,77,77,33,46,47,47,47,48,46,68,68,68,51,46,101,101,101,40,46,86,86,86,36,46
"asv55",13,13,13,0,0,0,0,0,0,0,12,12,12,0,0,15,15,15,0,0,18,18,18,0,0
"asv56",13,13,13,0,0,0,0,0,0,0,9,9,9,0,0,13,13,13,0,0,13,13,13,0,0
"asv57",12,12,12,0,0,8,8,8,0,0,9,9,9,0,0,10,10,10,0,0,11,11,11,0,0
"asv58",29,17,17,10,0,8,0,0,0,0,6,0,4,9,0,8,8,18,9,0,26,19,9,26,0
"asv59",41,41,32,0,61,0,0,0,48,61,28,28,36,0,61,40,55,55,0,61,48,48,48,0,61
"asv60",21,21,21,35,45,0,0,0,26,45,0,0,0,33,45,21,21,21,33,45,19,19,19,32,45
"asv61",5,5,5,0,0,0,0,0,0,0,3,3,3,0,0,5,5,5,0,0,5,5,5,0,0
"asv62",8,8,8,95,62,0,0,0,50,62,0,0,0,61,62,4,4,4,65,62,8,8,8,94,62
"asv63",2,2,2,58,0,0,0,0,39,0,0,0,0,34,0,0,0,0,35,0,0,0,0,55,0
"asv64",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"asv65",0,5,0,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0
"asv66",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv67",0,0,40,0,0,0,0,0,0,0,28,28,0,0,0,5,31,22,0,19,44,44,44,0,0
"asv68",0,0,9,0,0,0,0,0,0,0,8,8,0,0,0,15,0,0,0,0,0,0,0,0,0
"asv69",0,0,2,0,0,2,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,2,0,0
"asv70",0,0,0,40,0,0,0,0,33,0,0,0,0,38,0,0,0,0,41,0,0,0,0,40,0
"asv71",0,0,0,37,0,0,0,0,20,0,0,0,0,28,0,0,0,0,30,0,0,0,0,34,0
"asv72",0,0,0,19,0,0,0,0,28,0,0,0,0,32,0,0,0,0,29,0,0,0,0,21,0
"asv73",0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"asv74",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0
"asv75",0,0,0,11,0,0,0,0,8,0,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0
"asv76",0,0,0,10,0,0,0,0,7,0,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0
"asv77",0,0,0,18,0,0,0,0,12,0,0,0,0,15,0,0,0,0,16,0,0,0,0,14,0
"asv78",0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0
"asv79",0,0,0,0,0,0,0,0,0,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
"asv80",0,0,0,0,0,0,0,0,0,0,21,21,21,0,0,36,36,36,0,0,42,42,42,0,0
"asv81",0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,14,14,14,0,0,17,17,17,0,0
"asv82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"asv83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
