"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25","track26","track27","track28","track29","track30","track31","track32","track33","track34","track35","track36","track37","track38","track39","track40","track41","track42","track43","track44","track45","track46","track47","track48"
"asv129",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"asv130",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv131",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv132",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv133",3,3,5,3,5,5,5,3,5,5,3,3,5,5,3,3,3,5,3,5,5,3,5,5,3,5,5,5,5,5,5,5,3,5,5,3,5,3,3,3,3,5,3,5,5,5,3,5
"asv134",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3
"asv135",5,118,5,14,5,26,10,24,13,26,15,26,42,21,5,2,26,12,21,20,10,12,15,3,12,10,3,23,27,82,13,13,10,15,5,10,26,87,15,19,15,4,14,21,5,99,3,10
"asv136",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv137",5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7,5,5,7,7
"asv138",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv139",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv140",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"asv141",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"asv142",2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16,2,16,16,16
"asv143",2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,4
"asv144",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"asv145",2,3,3,0,2,3,3,0,2,3,3,0,2,3,3,0,2,3,1,0,2,3,3,0,2,3,3,0,2,3,3,0,2,3,3,0,2,3,3,0,2,3,3,0,2,3,3,0
"asv146",2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,2,0,0,0,2,0
"asv147",2,8,8,9,2,8,2,9,2,8,8,9,2,8,8,9,2,2,8,9,2,8,8,9,2,8,8,9,2,8,8,3,2,8,8,3,2,8,2,9,0,2,8,9,2,8,8,9
"asv148",2,1,19,19,2,1,19,19,2,3,19,19,2,1,19,19,2,1,19,19,2,1,19,19,2,1,19,19,2,1,19,19,2,1,19,19,2,1,19,19,2,1,19,19,2,1,19,19
"asv149",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"asv150",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"asv151",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"asv152",2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15,2,13,15,15
"asv153",1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13,1,13,13,13
"asv154",1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5,1,0,5,5
"asv155",0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26,0,29,15,26
"asv156",0,17,26,18,0,17,6,6,0,17,26,6,0,17,6,6,0,17,26,18,0,17,26,18,0,17,26,18,0,17,26,18,0,17,26,18,0,17,6,18,0,17,6,18,0,17,26,18
"asv157",0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13,0,13,13,13
"asv158",0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7,0,12,10,7
"asv159",0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16,0,11,11,16
"asv160",0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,0,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10
"asv161",0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7
"asv162",0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9,0,7,9,9
"asv163",0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3,0,6,6,3
"asv164",0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9,0,10,10,9
"asv165",0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5
"asv166",0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4
"asv167",0,4,2,2,0,4,2,2,0,0,2,2,0,4,2,2,0,4,2,2,0,4,0,2,0,0,2,2,0,4,2,2,0,4,2,2,0,4,2,2,0,4,2,2,0,4,2,2
"asv168",0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5
"asv169",0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5
"asv170",0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3
"asv171",0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3
"asv172",0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3
"asv173",0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4,0,5,5,4
"asv174",0,3,3,5,0,3,3,5,0,3,3,5,0,3,3,5,0,0,3,5,0,3,3,5,0,0,3,5,0,3,3,2,0,0,3,2,0,0,0,2,0,3,3,5,0,3,3,2
"asv175",0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2
"asv176",0,2,2,5,0,2,0,5,0,2,2,5,0,2,2,3,0,2,0,5,0,2,2,3,0,0,2,5,0,2,2,3,0,0,2,5,0,2,2,3,0,2,2,5,0,2,2,5
"asv177",0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2
"asv178",0,2,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,4,0,2,0,0,0,2,0,0,0,2,4,0,0,2,0,0,0,12,0,0,0,2,0,0
"asv179",0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2
"asv180",0,1,3,3,1,1,3,5,0,0,1,3,1,1,1,1,0,1,1,0,1,1,3,2,1,1,3,1,1,1,1,1,0,0,3,3,0,1,1,5,0,1,3,3,1,1,1,1
"asv181",0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46,0,0,44,46
"asv182",0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19
"asv183",0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11,0,0,14,11
"asv184",0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6,0,0,13,6
"asv185",0,0,9,12,0,0,9,10,0,0,9,12,0,0,9,10,0,0,9,10,0,0,9,12,0,0,9,12,0,0,9,10,0,0,9,12,0,0,9,12,0,0,9,10,0,0,9,12
"asv186",0,0,9,0,9,0,6,0,9,9,0,9,9,0,0,0,15,9,0,0,0,9,6,0,9,0,6,0,0,15,9,9,0,9,0,9,9,9,0,6,9,0,0,0,9,0,0,9
"asv187",0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6,0,0,7,6
"asv188",0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5
"asv189",0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5
"asv190",0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5
"asv191",0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5
"asv192",0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3
"asv193",0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3
"asv194",0,0,3,3,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,3,3,0,3,3,3,0,3,3,3,3,3,0,3,3,3,0,3,3,3
"asv195",0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2
"asv196",0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6,0,0,2,6
"asv197",0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2
"asv198",0,0,2,19,0,0,2,19,0,0,2,19,0,0,2,19,0,0,2,19,0,0,2,19,0,0,2,19,0,0,2,19,0,0,2,19,0,0,2,19,0,0,2,21,0,0,2,19
"asv199",0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2
"asv200",0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2
"asv201",0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44
"asv202",0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13
"asv203",0,0,0,11,22,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,22,0,0,11,22,0,0,11,22,0,0,11,22,0,0,11,0,0,0,11
"asv204",0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10
"asv205",0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10
"asv206",0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10
"asv207",0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,11,0,0,12,0,0,0,12,0,11,0,12,0,0,0,12,0,0,0,12,0,11,10,12,0,0,0,12,0,0,10,12
"asv208",0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7
"asv209",0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5
"asv210",0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7
"asv211",0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"asv212",0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0
"asv213",0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5
"asv214",0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4
"asv215",0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4
"asv216",0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4
"asv217",0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3
"asv218",0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5
"asv219",0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3
"asv220",0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2
"asv221",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv222",0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2
"asv223",0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2
"asv224",0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"asv225",0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2
"asv226",0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2
"asv227",0,0,0,0,5,0,0,5,5,5,5,5,5,5,0,5,5,5,0,5,5,5,0,5,0,5,0,5,5,5,5,0,0,5,0,5,0,0,5,0,5,0,5,0,5,5,5,5
"asv228",0,0,0,0,0,10963,0,0,0,3,0,0,6,0,3,3,0,3,0,0,1954,0,3,21,0,3,0,0,0,0,4,44,3,0,44,47,3,0,10800,0,0,0,44,0,0,0,44,44
"asv229",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0
"asv230",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"asv231",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv232",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv233",0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
"asv234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
"asv235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,3,3,3,0,0,0,0,0,0,0,3
"asv236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0
"asv238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
