"trackID","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track218","121617","117008","116619","115359","2170","2161","9","45","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track219","121617","117008","116619","115359","2170","2161","9","45","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track220","121617","25380","25279","25296","695","692","3","16","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track221","121617","119977","119350","118079","2096","2092","5","45","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track222","121617","119977","119350","118079","2096","2092","5","45","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track223","121617","119977","119350","118079","2096","2092","5","45","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track224","121617","119977","119350","118079","2096","2092","5","45","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track225","121617","39338","39235","39223","996","994","2","27","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track226","121617","111608","111212","110750","107984","99581","19","56","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track227","121617","111608","111212","110750","107984","99581","19","56","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track228","121617","111608","111212","110750","107984","99581","20","55","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track229","121617","111608","111212","110750","107984","99581","19","56","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track230","121617","113927","113479","113862","1782","1782","2","16","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track231","121617","111102","110783","110225","109515","100801","27","37","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track232","121617","111102","110783","110225","109515","100801","28","36","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track233","121617","111102","110783","110225","109515","100801","28","36","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track234","121617","111102","110783","110225","109515","100801","28","36","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track235","121617","11268","11239","11235","11208","10007","5","5","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track236","121617","114617","114249","113373","2006","2006","7","41","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track237","121617","114617","114249","113373","2006","2006","7","41","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track238","121617","114617","114249","113373","2006","2006","7","41","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track239","121617","114617","114249","113373","2006","2006","8","40","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track240","121617","16365","16296","16307","322","322","0","10","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track241","121617","117008","116619","115359","2170","2161","8","46","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track242","121617","117008","116619","115359","2170","2161","8","46","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track243","121617","117008","116619","115359","2170","2161","8","46","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track244","121617","117008","116619","115359","2170","2161","8","46","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track245","121617","25380","25279","25296","695","692","4","15","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track246","121617","119977","119350","118079","2096","2092","5","45","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
"track247","121617","119977","119350","118079","2096","2092","5","45","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
"track248","121617","119977","119350","118079","2096","2092","5","45","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
"track249","121617","119977","119350","118079","2096","2092","5","45","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
"track250","121617","39338","39235","39223","996","994","2","27","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
